3	4	1	10
3	4	2	11
7	11	3	39
7	13	1	55
10	15	5	50
13	14	6	15
13	14	7	16
13	14	8	17
13	14	9	18
13	14	10	19
13	14	11	20
13	14	12	21
14	15	7	16
14	15	8	17
14	15	9	18
14	15	10	19
14	15	11	20
14	15	12	21
14	15	13	22
15	21	3	57
15	21	9	63
18	22	2	38
18	22	6	42
18	22	10	46
18	22	14	50
19	24	4	49
19	24	9	54
19	24	14	59
21	24	3	30
21	24	6	33
21	24	9	36
21	24	12	39
21	24	15	42
21	24	18	45
23	26	2	29
23	26	5	32
23	26	8	35
23	26	11	38
23	26	14	41
23	26	17	44
23	26	20	47
23	27	3	39
23	27	7	43
23	27	11	47
23	27	15	51
23	27	19	55
26	32	2	56
26	32	8	62
27	28	20	29
27	28	21	30
27	28	22	31
27	28	23	32
27	28	24	33
27	28	25	34
27	28	26	35
28	34	4	58
28	34	10	64
29	68	1	64
31	33	17	35
31	33	19	37
31	33	21	39
31	33	23	41
31	33	25	43
31	33	27	45
31	33	29	47
33	68	37	64
33	68	41	60
33	68	45	56
33	68	49	52
33	68	53	48
33	68	57	44
33	68	61	40
35	66	39	62
35	66	43	58
35	66	47	54
35	66	51	50
35	66	55	46
35	66	59	42
35	66	63	38
37	65	47	63
37	65	52	58
37	65	57	53
37	65	62	48
37	66	55	64
37	66	61	58
38	40	24	42
38	40	26	44
38	40	28	46
38	40	30	48
38	40	32	50
38	40	34	52
38	40	36	54
42	44	28	46
42	44	30	48
42	44	32	50
42	44	34	52
42	44	36	54
42	44	38	56
42	44	40	58
42	46	14	50
42	46	18	54
42	46	22	58
42	46	26	62
43	49	1	55
43	49	7	61
44	50	2	56
44	50	8	62
47	48	40	49
47	48	41	50
47	48	42	51
47	48	43	52
47	48	44	53
47	48	45	54
47	48	46	55
48	51	27	54
48	51	30	57
48	51	33	60
48	51	36	63
49	52	28	55
49	52	31	58
49	52	34	61
49	52	37	64
49	55	7	61
51	57	9	63
55	58	34	61
55	58	37	64
57	59	43	61
57	59	45	63
58	60	44	62
58	60	46	64
66	72	4	58
66	72	10	64
66	72	55	64
66	72	61	58
67	72	5	50
67	72	10	55
67	72	15	60
67	72	50	60
67	72	60	50
69	70	30	39
69	70	31	40
69	70	32	41
69	70	33	41
69	70	33	42
69	70	33	42
69	70	34	40
69	70	34	43
69	70	34	43
69	70	35	39
69	70	35	44
69	70	35	44
69	70	36	45
69	70	36	45
69	74	2	47
69	74	7	52
69	74	12	57
69	74	17	62
69	74	48	62
69	74	53	57
69	74	58	52
69	74	63	47
70	72	24	42
70	72	26	44
70	72	28	46
70	72	30	48
70	72	32	50
70	72	33	50
70	72	34	52
70	72	34	52
70	72	35	48
70	72	36	54
70	72	36	54
70	72	37	46
70	72	39	44
70	72	41	42
73	78	6	51
73	78	11	56
73	78	16	61
73	78	49	61
73	78	54	56
73	78	59	51
74	76	28	46
74	76	30	48
74	76	32	50
74	76	33	50
74	76	34	52
74	76	34	52
74	76	35	48
74	76	36	54
74	76	36	54
74	76	37	46
74	76	38	56
74	76	38	56
74	76	40	58
74	76	40	58
78	81	25	52
78	81	28	55
78	81	31	58
78	81	34	58
78	81	34	61
78	81	34	61
78	81	37	55
78	81	37	64
78	81	37	64
78	81	40	52
78	82	18	54
78	82	22	58
78	82	26	62
78	82	39	62
78	82	43	58
78	82	47	54
79	80	40	49
79	80	40	49
79	80	41	50
79	80	41	50
79	80	42	51
79	80	42	51
79	80	43	52
79	80	43	52
79	80	44	53
79	80	44	53
79	80	45	54
79	80	45	54
79	80	46	55
79	80	46	55
80	83	27	54
80	83	30	57
80	83	33	60
80	83	33	60
80	83	35	57
80	83	36	63
80	83	36	63
80	83	38	54
80	84	20	56
80	84	24	60
80	84	28	64
80	84	37	64
80	84	41	60
80	84	45	56
83	88	16	61
83	88	49	61
84	90	10	64
84	90	55	64
85	90	18	63
85	90	47	63
87	91	27	63
87	91	38	63
91	92	52	61
91	92	52	61
91	92	53	62
91	92	53	62
91	92	54	63
91	92	54	63
91	92	55	64
91	92	55	64
94	95	55	64
94	95	55	64
